application_id,applicant_id,as_of_date,credit_history_status,credit_history_months_observed,max_days_overdue,delinquent_event_count,total_outstanding_debt,total_overdue_amount,debt_to_income_ratio,overdue_amount_to_income,delinquency_points,debt_burden_points,risk_tier_score,risk_tier,risk_tier_basis,risk_tier_ruleset_version
LA100521,APP100521,2025-08-15,ESTABLISHED,23,0.0,0,319330.0,0.0,2.095,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100522,APP100522,2026-02-17,LIMITED_HISTORY,5,0.0,0,77272.75,0.0,0.5809,0.0,0,2,2.0,T2,LIMITED_HISTORY,1.0
LA100523,APP100523,2026-02-16,ESTABLISHED,21,15.0,1,364368.31,41468.64,1.6366,0.1863,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100524,APP100524,2026-11-25,LIMITED_HISTORY,3,30.0,4,108014.4,6296.06,0.5874,0.0342,2,2,6.0,T4,LIMITED_HISTORY,1.0
LA100525,APP100525,2024-07-10,LIMITED_HISTORY,5,0.0,0,130341.71,0.0,0.7045,0.0,0,2,2.0,T2,LIMITED_HISTORY,1.0
LA100526,APP100526,2026-02-08,ESTABLISHED,23,0.0,0,405278.83,0.0,2.0018,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100527,APP100527,2026-05-03,ESTABLISHED,22,0.0,0,85463.35,0.0,0.8528,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100528,APP100528,2024-02-26,ESTABLISHED,17,30.0,4,115580.82,5144.41,1.1022,0.0491,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100529,APP100529,2026-11-16,LIMITED_HISTORY,5,32.0,1,16874.53,282.77,0.3072,0.0051,2,1,4.0,T3,LIMITED_HISTORY,1.0
LA100530,APP100530,2025-12-28,ESTABLISHED,7,15.0,3,31777.29,3107.26,0.779,0.0762,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100531,APP100531,2024-07-31,ESTABLISHED,12,0.0,0,98721.66,0.0,0.5526,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100532,APP100532,2026-09-20,ESTABLISHED,17,0.0,0,242146.23,0.0,1.2136,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100533,APP100533,2024-01-09,ESTABLISHED,15,30.0,1,261558.38,27028.13,1.4158,0.1463,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100534,APP100534,2024-03-14,ESTABLISHED,20,0.0,0,52176.55,0.0,0.4574,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100535,APP100535,2025-12-10,ESTABLISHED,18,15.0,1,113130.09,11399.55,1.922,0.1937,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100536,APP100536,2024-11-22,ESTABLISHED,13,0.0,0,66541.19,0.0,0.9749,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100537,APP100537,2024-11-19,ESTABLISHED,23,0.0,0,110060.97,0.0,0.4686,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100538,APP100538,2024-05-01,ESTABLISHED,13,63.0,1,103050.37,16132.04,1.1074,0.1734,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100539,APP100539,2026-08-01,ESTABLISHED,24,0.0,0,54156.05,0.0,0.7517,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100540,APP100540,2026-08-27,ESTABLISHED,10,0.0,0,310241.63,0.0,1.2982,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100541,APP100541,2025-12-03,ESTABLISHED,11,0.0,0,62984.87,0.0,0.5141,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100542,APP100542,2026-08-26,ESTABLISHED,18,69.0,3,86057.01,12246.62,0.4166,0.0593,3,1,7.0,T4,CREDIT_HISTORY,1.0
LA100543,APP100543,2024-02-02,ESTABLISHED,17,0.0,0,105145.97,0.0,0.7145,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100544,APP100544,2026-06-22,ESTABLISHED,18,0.0,0,112160.73,0.0,0.5881,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100545,APP100545,2024-01-16,ESTABLISHED,22,90.0,1,111253.89,2786.2,0.6119,0.0153,4,2,7.0,T4,CREDIT_HISTORY,1.0
LA100546,APP100546,2025-02-18,ESTABLISHED,8,0.0,0,138307.15,0.0,1.3308,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100547,APP100547,2025-11-05,LIMITED_HISTORY,5,94.0,3,17985.58,1163.91,0.3494,0.0226,4,1,7.0,T4,LIMITED_HISTORY,1.0
LA100548,APP100548,2024-09-06,ESTABLISHED,23,18.0,2,260416.5,4521.67,1.0821,0.0188,1,3,5.0,T3,CREDIT_HISTORY,1.0
LA100549,APP100549,2024-11-16,ESTABLISHED,24,0.0,0,99297.12,0.0,0.4778,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100550,APP100550,2025-05-24,ESTABLISHED,11,0.0,0,268476.83,0.0,1.0889,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100551,APP100551,2026-08-06,ESTABLISHED,11,72.0,1,242022.46,33745.1,0.9689,0.1351,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100552,APP100552,2026-11-02,LIMITED_HISTORY,5,21.0,1,35783.36,1821.56,0.2262,0.0115,1,0,2.0,T2,LIMITED_HISTORY,1.0
LA100553,APP100553,2024-05-28,ESTABLISHED,7,0.0,0,93409.72,0.0,1.1514,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100554,APP100554,2025-09-01,ESTABLISHED,15,0.0,0,59042.75,0.0,0.3238,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100555,APP100555,2026-06-26,ESTABLISHED,14,30.0,1,25976.95,1416.15,0.438,0.0239,2,1,5.0,T3,CREDIT_HISTORY,1.0
LA100556,APP100556,2024-10-04,ESTABLISHED,7,0.0,0,28411.77,0.0,0.2377,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100557,APP100557,2025-07-01,ESTABLISHED,8,0.0,0,175145.31,0.0,1.1779,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100558,APP100558,2024-03-09,LIMITED_HISTORY,3,0.0,0,26456.3,0.0,0.1956,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100559,APP100559,2025-02-12,ESTABLISHED,18,0.0,0,109788.3,0.0,0.4948,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100560,APP100560,2024-10-18,ESTABLISHED,7,0.0,0,206713.21,0.0,1.2631,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100561,APP100561,2024-09-04,ESTABLISHED,8,0.0,0,28898.5,0.0,0.3141,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100562,APP100562,2025-08-05,ESTABLISHED,9,0.0,0,150996.98,0.0,0.6892,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100563,APP100563,2026-01-04,ESTABLISHED,6,0.0,0,25697.65,0.0,0.3476,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100564,APP100564,2024-12-07,ESTABLISHED,13,0.0,0,89035.4,0.0,0.84,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100565,APP100565,2024-02-09,LIMITED_HISTORY,4,15.0,3,23333.17,391.07,0.2204,0.0037,1,0,2.0,T2,LIMITED_HISTORY,1.0
LA100566,APP100566,2026-12-07,LIMITED_HISTORY,2,0.0,0,39537.07,0.0,0.2513,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100567,APP100567,2025-01-12,ESTABLISHED,11,0.0,0,109968.63,0.0,0.5391,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100568,APP100568,2024-06-07,LIMITED_HISTORY,3,0.0,0,13520.82,0.0,0.1527,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100569,APP100569,2024-09-30,ESTABLISHED,7,0.0,0,20351.82,0.0,0.4746,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100570,APP100570,2026-10-23,LIMITED_HISTORY,4,0.0,0,96041.93,0.0,0.4714,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100571,APP100571,2024-07-31,ESTABLISHED,9,0.0,0,169978.06,0.0,0.6809,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100572,APP100572,2024-12-19,ESTABLISHED,24,0.0,0,92372.48,0.0,0.8168,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100573,APP100573,2025-04-01,ESTABLISHED,23,70.0,1,172381.13,9604.4,0.7292,0.0406,3,2,7.0,T4,CREDIT_HISTORY,1.0
LA100574,APP100574,2024-10-02,ESTABLISHED,10,0.0,0,60600.07,0.0,0.6375,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100575,APP100575,2024-04-09,ESTABLISHED,10,47.0,2,130019.97,19946.0,0.8509,0.1305,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100576,APP100576,2025-08-16,LIMITED_HISTORY,3,0.0,0,83980.88,0.0,0.3657,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100577,APP100577,2025-03-25,ESTABLISHED,14,0.0,0,139102.61,0.0,0.6127,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100578,APP100578,2026-08-02,ESTABLISHED,18,0.0,0,39095.9,0.0,0.1855,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100579,APP100579,2026-10-03,ESTABLISHED,23,0.0,0,48396.99,0.0,0.571,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100580,APP100580,2024-12-06,LIMITED_HISTORY,3,0.0,0,93115.89,0.0,0.3875,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100581,APP100581,2026-08-22,ESTABLISHED,15,0.0,0,118004.01,0.0,1.5085,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100582,APP100582,2024-11-09,ESTABLISHED,7,30.0,1,178275.87,2382.89,0.738,0.0099,2,2,5.0,T3,CREDIT_HISTORY,1.0
LA100583,APP100583,2026-11-22,LIMITED_HISTORY,2,15.0,4,20669.72,1537.17,0.4126,0.0307,1,1,4.0,T3,LIMITED_HISTORY,1.0
LA100584,APP100584,2026-08-25,ESTABLISHED,19,0.0,0,70389.27,0.0,0.8852,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100585,APP100585,2024-04-26,ESTABLISHED,9,44.0,6,80582.5,5552.58,1.7165,0.1183,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100586,APP100586,2026-02-23,ESTABLISHED,10,29.0,3,133710.8,17296.4,0.9033,0.1169,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100587,APP100587,2025-03-25,ESTABLISHED,12,21.0,1,149819.81,4382.13,0.77,0.0225,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100588,APP100588,2025-03-04,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100589,APP100589,2024-10-24,ESTABLISHED,11,0.0,0,12465.1,0.0,0.2354,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100590,APP100590,2024-07-20,ESTABLISHED,10,15.0,1,64019.18,6555.05,1.3116,0.1343,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100591,APP100591,2024-10-24,ESTABLISHED,6,0.0,0,20505.38,0.0,0.3354,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100592,APP100592,2025-06-27,LIMITED_HISTORY,1,101.0,1,22348.16,2195.88,0.38,0.0373,4,1,7.0,T4,LIMITED_HISTORY,1.0
LA100593,APP100593,2024-02-03,ESTABLISHED,19,33.0,1,60574.37,6747.26,0.919,0.1024,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100594,APP100594,2024-03-10,ESTABLISHED,23,22.0,2,191438.85,24033.56,0.8519,0.1069,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100595,APP100595,2024-04-01,ESTABLISHED,7,0.0,0,88280.8,0.0,0.4365,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100596,APP100596,2024-01-02,LIMITED_HISTORY,3,0.0,0,10763.81,0.0,0.1284,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100597,APP100597,2025-08-06,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100598,APP100598,2025-10-05,ESTABLISHED,6,0.0,0,166981.56,0.0,0.8463,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100599,APP100599,2025-01-30,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
